"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Libya","LBY","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460000","1030000","555000","2018000","164000","1342000","636000","362000","-405000","321000","3623000","160000","126000","-377000","7756000","230000","1079000","1611000","-2683000","-2556000","-2082000","-1946000","-2027000","-2119000","-1645000","-1247000","-908000","-372000","-160000","",
"Latin America & Caribbean","LCN","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","250656000","316574000","360930000","400006000","580204000","551364000","397518000","523736000","526429000","820688000","1191707000","1198493000","1303060000","1630606000","2113690000","1897795000","2724171000","1537055000","1404196000","920512000","2828541000","200938000","-1071687000","306813000","-1478928000","-342074000","82194000","430815000","2127265000","1651682000","1797590000","1013749000","-530924000","-742992000","-1310238000","-1024120000","-3581032000","-251255000","2260289000","6484163000","8091600000","-3118947000","3361361000","2948617000","2366705000","2438281000","1820174000","-1033839000","1642314000","2074229000","","","",
"Least developed countries: UN classification","LDC","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","33689000","41613000","40893000","32386000","38865000","69948000","110552000","104483000","79082000","81924000","100051000","59907000","20189000","12947000","2557000","746000","-23567000","-40699000","-48643000","-51827000","-39316000","-178815000","-154206000","-98046000","-123575000","-94807000","-61052000","-306670000","-54608000","-42403000","-31929000","-11493000","-95462000","5090000","-2299000","-2022000","-4702000","-167192000","-25673000","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","-808000","2110000","449000","3148000","2059000","2393000","-183000","-3356000","-2479000","-1784000","-1919000","-1910000","2712000","12481000","11085000","999000","-2173000","-120000","1599000","1602000","-5802000","-7750000","-8280000","-8792000","-7713000","-6688000","-6433000","-5932000","-5763000","-6130000","-5329000","-4287000","-4392000","-1805000","-1968000","-999000","","","","","","","2533000","32116000","18667000","18748000","113252000","889000","16302000","49227000","63211000","208964000","",
"Lower middle income","LMC","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","75759000","107082000","121410000","68176000","139697000","498871000","615928000","733479000","807462000","978347000","1027288000","1214321000","1413810000","1885171000","2012777000","1776510000","2067227000","2897428000","3209979000","3112870000","2302832000","2177266000","1378761000","1501837000","-297373000","159009000","-519560000","-632021000","-274408000","401908000","-635139000","-756060000","-4281527000","-4996188000","-1690594000","-532493000","-1622029000","520601000","160604000","2541716000","5621671000","2787437000","1841655000","2455723000","3286456000","6791785000","4398940000","4509402000","4884615000","7092768000","9317868000","6953531000","",
"Low & middle income","LMY","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","376259000","484125000","579177000","594604000","886370000","1309950000","1283817000","1585445000","1727622000","2438991000","2855698000","3203032000","3606713000","4345125000","5121948000","4693352000","5242986000","4742278000","4459400000","3775689000","4453164000","1940300000","-504754000","2528374000","-576520000","2213119000","1854151000","3674572000","4303097000","4273443000","3660593000","2546554000","-5647036000","-7191555000","-3859838000","-2529960000","-4795552000","-12518000","2814326000","10630296000","17395762000","1171006000","7224934000","7481221000","7121655000","11009521000","9306304000","5918732000","7495281000","10518629000","15609907000","11767576000","",
"Lesotho","LSO","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4612000","21793000","13729000","11167000","7159000","5995000","-1066000","-4066000","5967000","-789000","-21289000","-18554000","-2368000","-3533000","-3600000","-3600000","-981000","-725000","-725000","-725000","-725000","-363000","","","","","","","","","",
"Late-demographic dividend","LTE","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","182131000","240160000","333726000","361926000","513555000","675846000","573555000","698203000","827164000","1094762000","1168225000","1438579000","1883047000","2230560000","2309941000","2018943128.6","2150602603.48","560211429.32","-708002545.45","-223967064.16","-37799180.02","333110755.55","-542725865.95","644103384.25","732757647.53","868530045.69","2524711777.13","4617736587.77","3312409692.49","3132972971.6","2580387465.8","1814223659.77","-1094409266.62","-1687818000","-2744631000","-1073863000","781964000","-1175404000","1171515000","4431459000","8375456000","-1310196000","4242565000","6896431000","4089879000","4294535000","3743653000","3714047000","1952761000","2369012000","","","",
"Lithuania","LTU","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42402000","4217000","12135000","43768000","18116000","57069000","26063000","56926000","26721000","-9455000","-19981000","-92766000","-97407000","-8645000","-58414000","2987000","-3082000","-3132000","-3132000","-3132000","-3132000","-3132000","-7801000","0","","","","","","",
"Luxembourg","LUX","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21279000","22046000","8684000","24350000","52823000","78191000","23394000","53772000","10681000","-2764000","-106059000","-8001000","-61778000","-19030000","-22235000","-23754000","273185000","117556000","121975000","-4559000","-4749000","-1314000","-67778000","-88669000","","","","","","",
"Macao SAR, China","MAC","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","9029000","14305000","14295000","20391000","47355000","91558000","44718000","51066000","51528000","112295000","34966000","62214000","96494000","123480000","202730000","220169000","254242000","241011000","227387000","182782000","224313000","127843000","207809000","83866000","-54926000","77521000","39095000","-165042000","-33594000","102124000","-168792000","-218298000","-222324000","-162910000","-292593000","-46422000","-157368000","120202000","-24070000","-1544000","65126000","498986000","36171000","1105098000","278732000","529991000","522475000","533259000","147174000","958224000","985313000","716380000","",
"Monaco","MCO","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28573000","67092000","50158000","","5394000","25602000","30654000","800000","-3137000","-4420000","-9073000","-10398000","-13397000","-13884000","-15039000","-16847000","-17592000","-17767000","-18579000","-19213000","-19687000","-4778000","-815000","39776000","15553000","7621000","8190000","3580000","9352000","",
"Madagascar","MDG","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","1356000","3287000","2133000","3505000","125000","13022000","2182000","-118000","598000","2330000","1120000","966000","-176000","-1045000","-1043000","-1436000","-1258000","-1522000","-2070000","-2468000","-3136000","-3002000","-2860000","-3022000","-3391000","-4047000","-4025000","-3609000","-1484000","-745000","0","","","","","","","","","","","","","","","","","","","","","","",
"Maldives","MDV","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","7222000","17884000","16886000","27903000","55836000","161558000","167778000","222729000","213546000","380134000","280571000","260478000","205858000","354332000","472270000","550233128.6","521360603.48","371331429.32","251338454.55","342285935.84","402572819.98","299009755.55","451895134.05","200198384.25","9559647.53","336932045.69","159516777.13","-478192412.23","-325396307.51","45704971.6","-339185534.2","-124715340.23","-352801266.62","-381167000","-716866000","-135584000","-937395000","948126000","-306901000","889942000","1083261000","1029250000","841324000","1173814000","932535000","3134215000","3923544000","2603946000","2627755000","3111971000","","","",
"Mexico","MEX","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","75908000","78075000","63511000","84984000","164696000","149938000","99407000","151675000","106679000","249705000","332724000","353578000","275047000","177858000","429920000","505141000","591728000","415911000","674243000","619754000","2524415000","627700000","370482000","107278000","-122780000","320767000","-358747000","-316104000","25899000","-484352000","418010000","-560619000","-86371000","-79753000","-1150418000","-381797000","-4671142000","329041000","1343313000","4213285000","2255605000","1263593000","1040391000","360333000","-72823000","14502000","27223000","177503000","-277845000","298118000","815881000","-445585000","",
"Marshall Islands","MHL","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","342570000","442512000","538284000","562218000","847505000","1240002000","1173265000","1480962000","1648540000","2357067000","2755647000","3143125000","3586524000","4332178000","5119391000","4692606000","5266553000","4782977000","4508043000","3827516000","4492480000","2119115000","-350548000","2626420000","-452945000","2307926000","1915203000","3981242000","4357705000","4315846000","3692522000","2558047000","-5551574000","-7196645000","-3857539000","-2527938000","-4790850000","154674000","2839999000","10630296000","17395762000","1171006000","7224934000","7481221000","7121655000","11009521000","9306304000","5918732000","7495281000","10518629000","15609907000","11767576000","",
"North Macedonia","MKD","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-4275000","-64244000","985000","-12708000","12979000","39201000","8769000","9590000","4521000","9623000","18178000","32185000","43231000","-329000","-79608000","43907000","33322000","61607000","32245000","12444000","45720000","49783000","6458000","-2357000","-9501000","-4650000","141688000","84468000","18834000","",
"Mali","MLI","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","-325000","-345000","-365000","-385000","-405000","-430000","-455000","-380000","-485000","-535000","-440000","-340000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",
"Myanmar","MMR","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","-2424000","-2545000","-2085000","-3336000","-2375000","-2500000","-2021000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","7547000","18229000","17251000","28288000","56241000","161988000","167133000","222409000","209931000","377469000","276511000","257918000","207258000","351932000","452370000","547809000","524668000","368438000","252546000","343783000","408694000","298982000","450924000","207681000","25945000","345896000","164147000","-473947000","-321384000","49198000","-336332000","-123343000","-351434000","-381167000","-716866000","-135584000","-937395000","948126000","-306901000","889942000","1083261000","1029250000","841324000","1173814000","932535000","3134215000","3923544000","2709528000","2768805000","3215357000","2613855000","1413474000","",
"Montenegro","MNE","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7804000","-95508000","-10434000","-8863000","-5837000","-4859000","85937000","-3137000","-7108000","-9023000","-11088000","-19251000","-9538000","-4518000","-4052000","6331000","",
"Mongolia","MNG","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000","22644000","10476000","",
"Northern Mariana Islands","MNP","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritania","MRT","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","-8650000","","","","","","10519000","22294000","26346000","-2080000","-5974000","4151000","3933000","-8755000","-9556000","-11339000","-11355000","-11855000","-12644000","-7480000","-2312000","-2099000","-1910000","-1844000","-2005000","-1850000","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","-295000","-310000","-324000","-342000","-363000","3709000","1707000","5645000","6881000","7451000","5053000","20698000","5186000","1345000","24174000","24858000","3982000","8539000","13010000","-7398000","-10326000","-12477000","-12174000","-5453000","-11599000","-12795000","-6693000","-3542000","-6123000","-12400000","-14418000","-8242000","19646000","-12683000","-9034000","-6341000","-7268000","19836000","20512000","100975000","-3020000","47092000","28557000","49356000","1360000","-23240000","-7632000","-25068000","-23997000","-23467000","-23783000","-25501000","",
"Malawi","MWI","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","113000","2371000","2609000","12792000","7632000","26761000","20210000","25000","-1452000","-835000","2792000","2493000","1750000","-4751000","-5465000","-6804000","-8589000","-8691000","-6533000","-11673000","-9349000","-5963000","-9690000","-7896000","-7627000","-4469000","-1605000","-1743000","-485000","-222000","-30000","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","16362000","11107000","21810000","13654000","37481000","43041000","33079000","28154000","46373000","62988000","54121000","70788000","80173000","58999000","31836000","3974000","-42797000","-7427000","-17322000","15117000","40703000","24281000","-43331000","-12927000","-41448000","-106315000","-76411000","-75081000","208407000","-68674000","-85892000","-22474000","-69985000","-10653000","-69787000","-92336000","-96343000","-301843000","-49787000","-46683000","-38491000","-67000","0","0","0","0","0","","","","","","",
"North America","NAC","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Caledonia","NCL","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","8233000","31994000","60176000","11078000","28313000","28311000","40222000","44132000","37669000","31053000","38413000","45642000","111792000","150091000","223542000","229823000","446336000","261605000","49814000","251455000","143664000","-42770000","-21374000","-45140000","-125688000","-202185000","-230618000","-160673000","-226753000","-260805000","-242389000","-189055000","-176140000","-202654000","-216424000","-223580000","-210812000","-175945000","-188793000","-96088000","-70758000","-36769000","-6944000","","","3568000","314000","120297000","0","285327000","509000","36081000","",
"Nicaragua","NIC","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","4406000","4346000","1522000","2288000","5710000","11842000","11485000","11430000","5044000","4352000","7918000","25153000","11607000","16646000","13592000","125000","-25000","","","-100000","-881000","-110930000","-15620000","-19574000","-17641000","-14759000","-16413000","-16666000","-8861000","-5745000","-4766000","-4648000","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","0","0","0","0","0","0","1100000","700000","4100000","3200000","4500000","2900000","-1400000","2400000","19900000","2424128.6","-3307396.52","2893429.32","-1207545.45","-1497064.16","-6121180.02","27755.55","971134.05","-7482615.75","-16385352.47","-8963954.31","-4630222.87","-4245412.23","-4012307.51","-3493028.4","-2853534.2","-1372340.23","-1367266.62","0","0","0","0","0","0","0","","","","","","","","","","","","","",
"Other small states","OSS","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","-1386000","-2634000","7944000","8179000","2018000","7323000","6721000","11683000","12760000","13203000","8543000","38576000","23149000","22576000","42628000","37692000","4869000","4357000","16419000","22717000","-32114000","-14524000","-23628000","26089000","10536000","-18147000","-18292000","-14148000","-12824000","-18335000","-29898000","-25566000","-46184000","-29837000","-20087000","-23759000","-40718000","-97088000","5097000","75772000","10550000","103968000","156573000","78247000","59346000","4060000","47739000","210559000","57508000","215255000","","","",
"Pakistan","PAK","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","44730000","15174000","-18448000","-23158000","-14761000","39308000","37419000","8264000","5022000","5939000","-9739000","-19503000","30659000","9422000","3868000","29386000","74967000","149662000","275729000","344425000","283028000","311407000","260282000","194033000","134072000","51923000","144431000","284016000","-66797000","209092000","-67231000","-161370000","-208504000","-240944000","-303118000","-94416000","-128569000","-109018000","-243236000","-163312000","-127147000","-98621000","-82929000","-70767000","-55545000","-92937000","63430000","74084000","53394000","52358000","316595000","380509000","",
"Panama","PAN","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Peru","PER","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","2279000","4637000","2043000","392000","1000","6518000","10195000","22977000","14661000","49012000","124752000","56523000","62139000","48798000","90107000","91179000","53070000","31862000","1753000","","-5000","-94447000","-93965000","401115000","90677000","116371000","29309000","424989000","207060000","290907000","172918000","35418000","-16826000","180366000","45445000","-17328000","-182509000","15254000","63166000","134363000","118943000","-232215000","-297816000","-611034000","17150000","876620000","-104048000","-1515802000","51275000","423028000","1877150000","1246006000","",
"Philippines","PHL","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","10636000","14208000","9230000","6966000","15101000","73764000","77872000","87589000","142562000","185363000","195430000","403048000","189642000","528116000","198582000","152854000","19585000","43213000","-24404000","195222000","205773000","44000000","220679000","332801000","-57804000","-20542000","17697000","-112076000","-94806000","-227030000","-197454000","-193745000","-143781000","-136941000","-226433000","-246557000","-250843000","-30860000","-279587000","-32679000","58928000","698577000","76351000","307334000","247241000","710517000","23297000","460499000","726326000","632029000","1658484000","1667161000","",
"Palau","PLW","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","653000","2185000","7532000","8575000","11446000","12800000","5045000","2613000","-52000","3849000","-201000","-1129000","-561000","6051000","10077000","9088000","9209000","23415000","24163000","14341000","49712000","34300000","-2447000","-2633000","-3504000","7400000","-9048000","19686000","-15211000","-23046000","14520000","40322000","-14226000","-14932000","-12957000","-2947000","-5551000","-66114000","-25652000","-8997000","-10573000","-12107000","-12907000","-13782000","-14695000","-15695000","-11569000","-12395000","-13258000","-14201000","-9798000","-4049000","",
"Poland","POL","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54085000","349347000","342816000","317048000","672290000","191258000","266271000","83573000","-22628000","58721000","149840000","93426000","-33330000","-209218000","-676540000","78912000","15260000","-258324000","-73615000","2658264000","1151331000","675782000","781002000","1246558000","393277000","908626000","-58797000","","","","","","",
"Pre-demographic dividend","PRE","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","49122000","86453000","139516000","85557000","113091000","215881000","231549000","222144000","260332000","212535000","264837000","223773000","437918000","480394000","548921000","322511000","536252000","539942000","-40481000","195644000","134408000","-276917000","-321484000","-463769000","-646411000","-711039000","-668194000","-538795000","-552996000","-536853000","-422836000","-348778000","-398089000","-289763000","-346342000","-258193000","-254212000","-378212000","-597333000","-174795000","148927000","-56913000","-12279000","-5335000","-17197000","1635061000","1490338000","365685000","107518000","944265000","","","",
"Puerto Rico","PRI","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Paraguay","PRY","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","1406000","1679000","2220000","2518000","2119000","2559000","3945000","6198000","7069000","15422000","28625000","30391000","37077000","20886000","45240000","23855000","6155000","-16784000","-24874000","-21625000","-24120000","-31437000","-31577000","-34237000","-35633000","-15482000","-6326000","15267000","14682000","18960000","27899000","12972000","-1880000","22875000","-16663000","-8241000","5836000","-14414000","-20732000","68113000","-25003000","-12877000","87367000","1922000","39005000","52456000","113529000","62389000","31950000","-9980000","234180000","30707000","",
"West Bank and Gaza","PSE","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","657000","","5020000","5343000","3708000","3872000","4376000","2449000","3140000","4976000","9100000","10870000","16832000","-695000","-5473000","-5642000","-6397000","-1472000","-3644000","-4047000","-3439000","-9747000","-10689000","-7048000","-5887000","-92000","423000","-522000","-3304000","-6782000","-3814000","-3839000","-2111000","-2251000","-2262000","-2210000","-1774000","-1320000","-1391000","-18000","","","","","","50178000","3385000","19537000","3106000","","","",
"Post-demographic dividend","PST","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","870000","371284000","282646000","823592000","1097073000","2690648000","1160270000","388296000","273623000","23468000","-296266000","-486009000","-608250000","-528266000","-369581000","-510058000","-485221000","-634907000","-596364000","-555574000","-456274000","-405493000","-327824000","-145367000","-84619000","-95073000","-122559000","-111020000","-78582000","-57642000","",
"Rwanda","RWA","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia","SAS","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","33687000","891000","-19962000","-32856000","-22097000","19141000","54770000","54010000","31660000","13452000","-9317000","-5807000","94677000","47917000","39027000","117347000","435717000","967348000","1777367000","1570723000","1175196000","1203450000","680860000","862798000","267881000","-14527000","209536000","197424000","-174500000","104235000","-88372000","-91826000","-2601855000","-3181809000","436457000","557417000","590997000","547640000","488333000","790583000","2668072000","244262000","176405000","-36209000","78057000","418668000","617406000","102295000","610067000","1497578000","3011546000","1758971000","",
